Generation,Strain,0copy_mCherry,1copy_mCherry,Multicopy_mCherry,0copy_mCitrine,1copy_mCitrine,Multicopy_mCitrine 
195,DGY2543_1,32.28,69.53,0.71,0.87,98.15,1.05
195,DGY2543_2,6.93,91.99,1.86,0.06,98.49,1.71
195,DGY2543_3,14.86,83,2.3,13.22,84.18,3.3
195,DGY2546_1,1.7,93.32,4.58,0.08,94.97,5.81
195,DGY2546_2,5.43,93.37,2.23,0.02,97.29,3.25
195,DGY2546_3,3.65,93.91,2.95,0.23,96.64,3.95
195,DGY1883_1,99.94,0.01,0.04,0.15,0.16,99.69
195,DGY1883_2,99.94,0,0.06,0.02,0.29,99.68
195,DGY1883_3,99.88,0.05,0.07,0.07,0.16,99.74
195,DGY1883_4,99.87,0.04,0.1,0.04,0.31,99.66
195,DGY1886_1,99.92,0.03,0.05,0.05,73.96,29.76
195,DGY1886_2,99.95,0.02,0.03,0.02,44.99,55.41
195,DGY1886_3,99.93,0.02,0.05,0.09,49.43,53.98
195,DGY1886_4,99.92,0.03,0.05,0.75,67,32.97
195,DGY1917_1,99.97,0,0.03,0.03,0.66,99.31
195,DGY1917_2,99.88,0,0.1,0.27,1.2,98.48
195,DGY1917_3,99.96,0.03,0.01,0.04,0.59,99.41
195,DGY1917_4,99.95,0.02,0.02,0.05,0.37,99.59
195,DGY1920_1,92.64,7.31,0.15,0.12,8.59,91.55
195,DGY1920_2,99.98,0,0.02,0.63,1.71,98.37
195,DGY1920_3,99.95,0,0.05,0.05,0.92,99.33
195,DGY1920_4,99.96,0.04,0,0.02,0.55,99.63
195,DGY1976_1,99.94,0,0.04,0.07,0.63,99.32
195,DGY1976_2,99.93,0.01,0.05,0.01,1.1,98.9
195,DGY1976_3,99.97,0.02,0.02,0.02,0.67,99.33
195,DGY1976_4,99.96,0,0.04,0.04,0.41,99.64
195,DGY1988_1,99.83,0.06,0.11,0.12,0.58,99.31
195,DGY1988_2,99.96,0.02,0.02,0.36,0.5,99.18
195,DGY1988_3,99.98,0,0,0.04,0.38,99.6
195,DGY1988_4,99.95,0.02,0.03,0.1,0.54,99.37
195,DGY2702_1,0.97,2.65,95.94,0.95,89.58,12.51
195,DGY2702_2,0.06,5.36,93.33,0.03,92.39,9.84
195,DGY2702_3,0.11,14.24,83.84,0.06,93.7,7.43
195,DGY2702_4,0.09,4.68,94.31,0.06,89.82,12.8
195,DGY2748_1,1.11,96.18,2.66,0.11,7.86,92.81
195,DGY2748_2,4.06,95.41,1.8,0.32,62.45,51.17
195,DGY2748_3,0.33,95.42,3.81,0.11,31.71,68.85
195,DGY2748_4,1.73,95.02,2.9,0.9,47.55,52.41
195,DGY2750_1,0.13,89.51,8.79,0.12,78.7,23.38
195,DGY2750_3,0.05,91.51,7.31,0.02,82.22,19.29
195,DGY2751_1,96.8,3.02,0.15,96.74,2.06,1.21
195,DGY2751_2,0.79,96.35,2.68,0.24,51.27,49.45
195,DGY2751_3,0.22,95.11,4.04,0.04,83.52,17.54
195,DGY2751_4,0.34,96.75,2.55,0.05,24.71,75.91
195,DGY2755_1,5.52,93.62,1.55,2.38,78.7,23.78
195,DGY2755_2,0.38,96.06,3.16,0.13,22.48,77.87
195,DGY2755_3,0.29,94.06,4.77,0.07,32.54,68.28
195,DGY2755_4,0.14,91.41,7.57,0.01,71.2,30.63
195,DGY2769_1,0.18,14.13,84.94,0.09,93.43,7.52
195,DGY2769_2,0.46,4.3,95.04,0.2,94.83,5.88
195,DGY2769_3,0.03,14.05,85.78,0.03,93.09,8.22
195,DGY2769_4,0.11,6.25,93.55,0.05,95.1,5.87
219,DGY1_1,99.69,0,0,100,0,0
219,DGY1_2,99.13,0.02,0,99.98,0,0
219,DGY1_3,99.09,0.02,0,99.97,0,0
219,DGY500_1,98.93,0.05,0,0.15,94.31,6.28
219,DGY500_2,99.69,0.01,0,0.38,94.71,5.55
219,DGY500_3,98.91,0,0,0.09,99.49,0.54
219,DGY1315_1,99.56,0.02,0,0.1,0.58,99.55
219,DGY1315_2,99.71,0,0,0.02,34.35,76.12
219,DGY1315_3,99.44,0.02,0,0.05,8.1,96.06
219,DGY1657_1,99.46,0.02,0,0.06,98.24,1.86
219,DGY1657_2,99.81,0.04,0,0.11,98.68,1.45
219,DGY1657_3,99.74,0,0,0.04,98.89,1.35
219,DGY2331_1,0.17,66.37,29.33,99.98,0.02,0
219,DGY2331_2,0.04,51.22,44.42,99.96,0,0
219,DGY2331_3,0.13,81.44,16.2,99.96,0,0
219,DGY2349_1,9.11,91.02,1.86,99.87,0,0.05
219,DGY2349_2,37,68.18,0.3,100,0,0
219,DGY2349_3,25.49,78.54,0.6,100,0,0
219,DGY2543_1,10.02,89.02,1.45,1.3,97.45,1.69
219,DGY2543_2,23.34,76.79,0.93,0.3,99.16,0.65
219,DGY2543_3,30.13,70.03,1.5,22.21,76.03,2.07
219,DGY2546_1,3.05,94.01,3.57,0.11,95.59,5.09
219,DGY2546_2,8.45,90.96,2.5,0,96.97,3.68
219,DGY2546_3,2.98,94.95,2.4,26.7,71.81,1.72
219,DGY1883_1,99.84,0,0.02,0.2,0.28,99.51
219,DGY1883_2,99.56,0.02,0.02,0.07,0.15,99.8
219,DGY1883_3,99.51,0.04,0,0.13,0.37,99.51
219,DGY1883_4,99.46,0.02,0.02,0.12,0.33,99.57
219,DGY1886_1,99.51,0.05,0,0.07,87.51,14.87
219,DGY1886_2,99.27,0.06,0,1.1,68.71,34.75
219,DGY1886_3,99.39,0,0,0.08,70.81,31.76
219,DGY1886_4,99.71,0,0,0.4,78.59,21.61
219,DGY1917_1,99.82,0.02,0,0.04,0.89,99.06
219,DGY1917_2,99.14,0,0,0.31,0.92,98.8
219,DGY1917_3,99.66,0.03,0,0.07,0.51,99.39
219,DGY1917_4,99.23,0,0,0,0.25,99.75
219,DGY1920_1,95.9,4.07,0.05,0.09,5.84,94.3
219,DGY1920_2,99.17,0,0,0.21,1.61,98.79
219,DGY1920_3,99.79,0.06,0,0.19,1.33,98.8
219,DGY1920_4,94.29,4.76,0,9.52,1.9,88.57
219,DGY1976_1,99.83,0.05,0,0.08,0.48,99.47
219,DGY1976_2,99.81,0.03,0,0.02,0.81,99.14
219,DGY1976_3,99.85,0,0,0.06,0.65,99.33
219,DGY1976_4,99.96,0.02,0,0.04,0.61,99.37
219,DGY1988_1,99.97,0,0,0.08,0.5,99.43
219,DGY1988_2,99.68,0.02,0.02,1.15,0.28,98.57
219,DGY1988_3,99.9,0.02,0.02,0.08,0.36,99.62
219,DGY1988_4,99.92,0,0,0.08,0.48,99.5
219,DGY2702_1,0.83,3.81,94.94,0.8,89.58,12.3
219,DGY2702_2,0.11,8.25,90.04,0.11,92.78,8.65
219,DGY2702_3,0.52,36.22,60.31,0.5,93.94,6.35
219,DGY2702_4,0.1,5.92,93,0.1,86.78,16.52
219,DGY2748_1,1.66,95.48,3.01,0.06,9.68,90.88
219,DGY2748_2,10,90.62,2.72,0.19,65.59,47.29
219,DGY2748_3,0.62,94.87,3.73,0.07,40.23,60.48
219,DGY2748_4,5.32,91.09,3.95,0.25,53.67,46.85
219,DGY2750_1,0.16,88.04,9.95,0.03,82.76,19.37
219,DGY2750_3,1.36,94.16,4.04,0.04,89.93,11.37
219,DGY2751_1,96.72,2.77,0.2,96.8,2.6,0.63
219,DGY2751_2,1.98,93.61,4.21,0.79,56.16,44.13
219,DGY2751_3,0.27,92.21,6.46,0.09,82.87,18.68
219,DGY2751_4,1.05,94.88,3.75,0.24,32.63,67.64
219,DGY2755_1,6.46,93.24,1.88,0.82,85.99,18.16
219,DGY2755_2,0.35,93.91,4.61,0.14,22.18,78.08
219,DGY2755_3,0.36,93.4,5.3,0.17,42.33,58.52
219,DGY2755_4,0.19,88.96,9.41,0.17,77.3,25.03
219,DGY2769_1,0.37,14.02,84.78,0.15,94.73,6.13
219,DGY2769_2,0.24,3.9,95.49,0.17,94.58,6.12
219,DGY2769_3,0.07,14.88,84.72,0.03,92.01,9.56
219,DGY2769_4,0.15,6.56,92.98,0.11,96.41,4.67
